act_symbol,date,when
EFOI,5/12/25,
EFSC,4/20/20,After market close
EFSC,7/20/20,After market close
EFSC,10/19/20,After market close
EFSC,1/25/21,Before market open
EFSC,4/26/21,After market close
EFSC,7/26/21,After market close
EFSC,10/25/21,After market close
EFSC,4/25/22,After market close
EFSC,7/25/22,After market close
EFSC,10/24/22,After market close
EFSC,1/23/23,After market close
EFSC,4/24/23,After market close
EFSC,7/24/23,After market close
EFSC,10/23/23,After market close
EFSC,1/22/24,After market close
EFSC,4/22/24,After market close
EFSC,7/22/24,After market close
EFSC,10/21/24,After market close
EFSC,1/27/25,After market close
EFSC,4/28/25,After market close
EFSH,3/30/23,
EFSH,5/15/23,
EFSH,8/14/23,After market close
EFSH,11/27/23,
EFSH,3/26/24,
EFSH,8/19/24,
EFSH,11/19/24,
EFSI,4/25/25,
EFTR,3/14/22,
EFTR,8/9/22,
EFTR,5/9/23,
EFTR,8/8/23,
EFTR,11/6/23,
EFTR,11/13/23,
EFTR,3/27/24,
EFTR,8/13/24,
EFTR,8/20/24,
EFTR,8/27/24,
EFTR,9/3/24,
EFTR,9/10/24,
EFTR,9/17/24,
EFTR,9/24/24,
EFTR,11/11/24,
EFTR,11/18/24,
EFTR,11/25/24,
EFTR,12/2/24,
EFTR,12/9/24,
EFTR,12/16/24,
EFTR,12/23/24,
EFTR,12/30/24,
EFTR,5/8/25,
EFTR,5/22/25,
EFX,2/12/20,After market close
EFX,4/20/20,After market close
EFX,7/22/20,After market close
EFX,10/21/20,After market close
EFX,2/10/21,After market close
EFX,4/21/21,After market close
EFX,7/21/21,After market close
EFX,10/20/21,After market close
EFX,2/9/22,After market close
EFX,4/20/22,After market close
EFX,7/20/22,After market close
EFX,10/19/22,After market close
EFX,2/8/23,After market close
EFX,4/19/23,After market close
EFX,7/19/23,After market close
EFX,10/18/23,After market close
EFX,2/7/24,After market close
EFX,4/17/24,After market close
EFX,7/17/24,After market close
EFX,10/16/24,After market close
EFX,2/6/25,Before market open
EFX,4/22/25,Before market open
EFXT,3/1/23,After market close
EFXT,5/3/23,
EFXT,8/9/23,
EFXT,11/8/23,
EFXT,2/28/24,After market close
EFXT,5/7/24,After market close
EFXT,11/13/24,
EFXT,2/27/25,Before market open
EFXT,5/6/25,
EG,7/26/23,After market close
EG,10/25/23,After market close
EG,2/7/24,After market close
EG,4/29/24,After market close
EG,7/31/24,After market close
EG,10/30/24,After market close
EG,2/3/25,After market close
EG,4/30/25,After market close
EGAN,2/6/20,After market close
EGAN,5/7/20,After market close
EGAN,9/2/20,After market close
EGAN,11/10/20,After market close
EGAN,2/10/21,After market close
EGAN,5/11/21,After market close
EGAN,9/1/21,After market close
EGAN,11/9/21,After market close
EGAN,2/3/22,After market close
EGAN,5/5/22,After market close
EGAN,9/8/22,After market close
EGAN,11/14/22,After market close
EGAN,2/14/23,After market close
EGAN,5/11/23,After market close
EGAN,9/14/23,After market close
EGAN,11/2/23,After market close
EGAN,2/8/24,After market close
EGAN,5/9/24,After market close
EGAN,9/5/24,After market close
EGAN,11/12/24,After market close
EGAN,2/13/25,After market close
EGAN,5/14/25,After market close
EGBN,4/22/20,After market close
EGBN,7/22/20,After market close
EGBN,10/21/20,After market close
EGBN,1/27/21,After market close
EGBN,4/21/21,After market close
EGBN,7/21/21,After market close
EGBN,10/20/21,After market close
EGBN,1/19/22,After market close
EGBN,4/20/22,After market close
EGBN,7/20/22,After market close
EGBN,10/19/22,After market close
EGBN,1/18/23,After market close
EGBN,4/19/23,After market close
EGBN,7/26/23,After market close
EGBN,10/25/23,After market close
EGBN,1/24/24,After market close
EGBN,4/24/24,After market close
EGBN,7/24/24,After market close
EGBN,10/23/24,After market close
EGBN,1/22/25,After market close
EGBN,4/23/25,After market close
EGHT,2/4/20,After market close
EGHT,5/12/20,After market close
EGHT,7/30/20,After market close
EGHT,10/28/20,After market close
EGHT,1/28/21,After market close
EGHT,5/10/21,After market close
EGHT,8/4/21,After market close
EGHT,11/2/21,After market close
EGHT,2/2/22,After market close
EGHT,5/10/22,After market close
EGHT,7/27/22,After market close
EGHT,10/27/22,After market close
EGHT,2/1/23,After market close
EGHT,5/11/23,After market close
EGHT,8/8/23,After market close
EGHT,11/1/23,After market close
EGHT,1/31/24,After market close
EGHT,5/8/24,After market close
EGHT,8/7/24,After market close
EGHT,11/4/24,After market close
EGHT,2/4/25,After market close
EGHT,5/19/25,After market close
EGIO,8/8/22,After market close
EGIO,11/9/22,After market close
EGIO,3/30/23,
EGIO,6/29/23,
EGIO,9/12/23,After market close
EGIO,11/8/23,
EGIO,9/10/24,
EGIO,9/17/24,
EGLE,3/4/20,After market close
EGLE,5/7/20,After market close
EGLE,8/6/20,After market close
EGLE,11/5/20,After market close
EGLE,3/4/21,After market close
EGLE,5/6/21,After market close
EGLE,8/5/21,After market close
EGLE,11/4/21,After market close
EGLE,3/3/22,After market close
EGLE,5/5/22,After market close
EGLE,8/4/22,After market close
EGLE,11/3/22,After market close
EGLE,3/2/23,After market close
EGLE,5/4/23,After market close
EGLE,8/3/23,After market close
EGLE,11/2/23,After market close
EGLX,8/10/21,After market close
EGLX,11/10/21,After market close
EGLX,3/28/22,After market close
EGLX,5/16/22,After market close
EGLX,8/15/22,After market close
EGLX,11/14/22,After market close
EGLX,3/27/23,After market close
EGLX,5/15/23,After market close
EGLX,8/14/23,After market close
EGO,2/20/20,After market close
EGO,4/30/20,After market close
EGO,7/30/20,After market close
EGO,10/29/20,After market close
EGO,2/25/21,After market close
EGO,4/29/21,After market close
EGO,7/29/21,After market close
EGO,10/28/21,After market close
EGO,2/24/22,After market close
EGO,4/28/22,After market close
EGO,7/28/22,After market close
EGO,10/27/22,After market close
EGO,2/23/23,
EGO,4/27/23,After market close
EGO,7/27/23,
EGO,10/26/23,After market close
EGO,2/22/24,After market close
EGO,4/25/24,After market close
EGO,7/25/24,After market close
EGO,10/31/24,After market close
EGO,5/1/25,After market close
EGOV,1/29/20,After market close
EGOV,4/27/20,Before market open
EGOV,7/29/20,After market close
EGOV,10/28/20,After market close
EGP,2/6/20,After market close
EGP,4/30/20,After market close
EGP,7/28/20,After market close
EGP,10/27/20,After market close
EGP,2/9/21,After market close
EGP,4/27/21,After market close
EGP,7/27/21,After market close
EGP,10/26/21,After market close
EGP,2/8/22,After market close
EGP,4/26/22,After market close
EGP,7/26/22,After market close
EGP,10/25/22,After market close
EGP,2/7/23,After market close
EGP,4/25/23,After market close
EGP,7/25/23,After market close
EGP,10/24/23,After market close
EGP,2/7/24,After market close
EGP,4/23/24,After market close
EGP,7/23/24,After market close
EGP,10/23/24,After market close
EGP,2/6/25,After market close
EGP,4/23/25,After market close
EGRX,3/2/20,Before market open
EGRX,5/11/20,Before market open
EGRX,8/10/20,Before market open
EGRX,11/2/20,Before market open
EGRX,3/2/21,Before market open
EGRX,5/10/21,Before market open
EGRX,8/9/21,Before market open
EGRX,11/9/21,Before market open
EGRX,3/7/22,Before market open
EGRX,5/9/22,Before market open
EGRX,8/9/22,Before market open
EGRX,11/7/22,Before market open
EGRX,3/13/23,Before market open
EGRX,5/9/23,Before market open
EGRX,8/8/23,Before market open
EGRX,11/6/23,
EGRX,3/11/24,
EGRX,3/18/24,
EGRX,3/25/24,
EGRX,5/14/24,
EGRX,5/21/24,
EGRX,5/28/24,
EGRX,6/4/24,
EGRX,6/11/24,
EGRX,6/18/24,
EGRX,6/25/24,
EGRX,8/13/24,
EGRX,8/20/24,
EGRX,8/27/24,
EGRX,9/3/24,
EGRX,9/10/24,
EGRX,9/17/24,
EGRX,9/24/24,
EGY,5/12/21,After market close
EGY,8/11/21,After market close
EGY,11/3/21,After market close
EGY,3/9/22,After market close
EGY,5/3/22,After market close
EGY,8/10/22,After market close
EGY,11/8/22,After market close
EGY,3/29/23,
EGY,5/9/23,After market close
EGY,8/9/23,After market close
EGY,11/7/23,After market close
EGY,3/13/24,After market close
EGY,5/7/24,After market close
EGY,11/11/24,After market close
EGY,3/13/25,After market close
EGY,5/8/25,After market close
EH,8/25/20,Before market open
EH,12/3/20,Before market open
EH,3/30/21,
EH,4/6/21,
EH,12/2/21,
EH,3/29/22,Before market open
EH,5/31/22,Before market open
EH,8/18/22,Before market open
EH,12/2/22,Before market open
EH,3/22/23,Before market open
EH,5/31/23,Before market open
EH,8/17/23,
EH,11/22/23,Before market open
EH,5/20/24,Before market open
EH,8/22/24,Before market open
EH,11/18/24,Before market open
EH,3/12/25,Before market open
EH,5/19/25,
EHAB,8/1/22,After market close
EHAB,2/14/23,After market close
EHAB,5/9/23,After market close
EHAB,8/9/23,After market close
EHAB,11/7/23,After market close
EHAB,3/6/24,After market close
EHAB,5/8/24,After market close
EHAB,8/6/24,After market close
EHAB,11/6/24,After market close
EHAB,3/5/25,After market close
EHAB,5/7/25,After market close
EHC,2/6/20,After market close
EHC,4/28/20,After market close
EHC,7/27/20,After market close
EHC,10/28/20,After market close
EHC,1/26/21,After market close
EHC,4/27/21,After market close
EHC,7/27/21,After market close
EHC,10/27/21,After market close
EHC,2/1/22,After market close
EHC,4/27/22,After market close
EHC,8/1/22,After market close
EHC,10/26/22,After market close
EHC,2/7/23,After market close
EHC,4/27/23,After market close
EHC,8/1/23,After market close
EHC,10/26/23,After market close
EHC,2/7/24,After market close
EHC,4/24/24,After market close
EHC,8/5/24,After market close
EHC,10/28/24,After market close
EHC,2/6/25,After market close
EHC,4/24/25,After market close
EHTH,2/20/20,After market close
EHTH,4/23/20,After market close
EHTH,7/23/20,After market close
EHTH,10/22/20,After market close
EHTH,4/29/21,After market close
EHTH,7/29/21,After market close
EHTH,11/8/21,Before market open
EHTH,3/1/22,Before market open
EHTH,5/3/22,After market close
EHTH,8/8/22,After market close
EHTH,11/7/22,After market close
EHTH,2/28/23,Before market open
EHTH,5/9/23,Before market open
EHTH,8/8/23,Before market open
EHTH,11/8/23,After market close
EHTH,2/27/24,Before market open
EHTH,5/7/24,Before market open
EHTH,8/7/24,Before market open
EHTH,11/6/24,Before market open
EHTH,2/26/25,Before market open
EHTH,5/7/25,Before market open
EIC,11/15/22,Before market open
EIC,5/23/23,Before market open
EIC,8/15/23,Before market open
EIC,11/14/23,Before market open
EIC,5/21/24,Before market open
EIC,2/20/25,Before market open
EIC,5/28/25,Before market open
EIDX,5/5/20,
EIDX,8/6/20,
EIDX,10/29/20,
EIG,2/19/20,After market close
EIG,4/22/20,
EIG,7/22/20,
EIG,2/17/21,After market close
EIG,4/22/21,After market close
EIG,7/22/21,
EIG,10/28/21,After market close
EIG,2/16/22,After market close
EIG,4/27/22,After market close
EIG,7/28/22,After market close
EIG,10/27/22,After market close
EIG,2/16/23,After market close
EIG,4/27/23,After market close
EIG,7/26/23,After market close
EIG,10/25/23,After market close
EIG,2/15/24,After market close
EIG,4/25/24,After market close
EIG,7/31/24,After market close
EIG,10/30/24,After market close
EIG,2/20/25,After market close
EIG,5/1/25,After market close
EIGI,2/6/20,Before market open
EIGI,4/30/20,Before market open
EIGI,11/5/20,Before market open
EIGI,2/4/21,
EIGR,3/12/20,
EIGR,11/5/20,
EIGR,3/12/21,
EIGR,5/6/21,After market close
EIGR,8/5/21,After market close
EIGR,11/4/21,After market close
EIGR,3/10/22,After market close
EIGR,5/5/22,After market close
EIGR,8/4/22,After market close
EIGR,11/3/22,After market close
EIGR,3/9/23,
EIGR,5/4/23,
EIGR,8/17/23,
EIGR,11/2/23,
EIGR,3/21/24,
EIX,2/27/20,After market close
EIX,4/30/20,After market close
EIX,7/28/20,After market close
EIX,10/27/20,After market close
EIX,2/25/21,After market close
EIX,4/27/21,After market close
EIX,7/29/21,After market close
EIX,11/2/21,After market close
EIX,2/24/22,After market close
EIX,5/3/22,After market close
EIX,7/28/22,After market close
EIX,11/1/22,After market close
EIX,2/23/23,After market close
EIX,5/2/23,After market close
EIX,7/27/23,After market close
EIX,11/1/23,After market close
EIX,2/22/24,After market close
EIX,4/30/24,After market close
EIX,7/25/24,After market close
EIX,10/29/24,After market close
EIX,2/27/25,After market close
EIX,4/29/25,After market close
EKSO,2/27/20,After market close
EKSO,4/30/20,After market close
EKSO,7/30/20,After market close
EKSO,10/29/20,After market close
EKSO,2/25/21,After market close
EKSO,4/29/21,
EKSO,7/29/21,After market close
EKSO,11/2/21,After market close
EKSO,2/24/22,After market close
EKSO,4/28/22,After market close
EKSO,7/28/22,After market close
EKSO,11/3/22,After market close
EKSO,3/28/23,After market close
EKSO,4/27/23,After market close
EKSO,7/27/23,After market close
EKSO,3/4/24,After market close
EKSO,4/29/24,After market close
EKSO,7/29/24,After market close
EKSO,10/28/24,After market close
EKSO,3/3/25,After market close
EKSO,5/5/25,After market close
EL,2/6/20,Before market open
EL,5/1/20,Before market open
EL,8/20/20,Before market open
EL,11/2/20,Before market open
EL,2/5/21,Before market open
EL,5/3/21,Before market open
EL,8/19/21,Before market open
EL,11/2/21,Before market open
EL,2/3/22,Before market open
EL,5/3/22,Before market open
EL,8/18/22,Before market open
EL,11/2/22,Before market open
EL,2/2/23,Before market open
EL,5/3/23,Before market open
EL,8/18/23,Before market open
EL,11/1/23,Before market open
EL,2/5/24,Before market open
EL,5/1/24,Before market open
EL,8/19/24,Before market open
EL,10/31/24,Before market open
EL,2/4/25,Before market open
EL,5/1/25,Before market open
ELA,3/23/21,Before market open
ELA,5/5/21,After market close
ELA,8/5/21,
ELA,11/3/21,After market close
ELA,3/16/22,After market close
ELA,5/11/22,After market close
ELA,8/3/22,After market close
ELA,11/2/22,
ELA,3/15/23,
ELA,8/2/23,
ELA,11/1/23,
ELA,3/20/24,After market close
ELA,5/8/24,After market close
ELA,8/7/24,
ELA,11/5/24,After market close
ELA,3/26/25,After market close
ELAB,3/25/24,
ELAN,2/19/20,Before market open
ELAN,5/7/20,Before market open
ELAN,7/30/20,Before market open
ELAN,11/6/20,Before market open
ELAN,2/24/21,Before market open
ELAN,5/7/21,Before market open
ELAN,8/9/21,Before market open
ELAN,11/5/21,Before market open
ELAN,2/24/22,Before market open
ELAN,5/9/22,Before market open
ELAN,8/8/22,Before market open
ELAN,11/8/22,Before market open
ELAN,2/21/23,Before market open
ELAN,5/9/23,Before market open
ELAN,8/7/23,Before market open
ELAN,11/7/23,Before market open
ELAN,2/26/24,Before market open
ELAN,5/8/24,Before market open
ELAN,8/8/24,Before market open
ELAN,11/7/24,Before market open
ELAN,2/25/25,Before market open
ELAN,5/7/25,Before market open
ELBM,11/9/22,After market close
ELBM,3/29/23,
ELBM,8/10/23,
ELBM,11/8/23,
ELBM,5/22/24,
ELBM,8/15/24,
ELDN,3/30/21,After market close
ELDN,5/13/21,After market close
ELDN,8/12/21,After market close
ELDN,11/11/21,After market close
ELDN,5/12/22,After market close
ELDN,8/11/22,
ELDN,11/14/22,After market close
ELDN,3/23/23,
ELDN,5/11/23,
ELDN,8/10/23,
ELDN,5/9/24,
ELDN,8/22/24,
ELDN,11/14/24,
ELDN,5/8/25,
ELEV,11/11/21,
ELEV,3/2/23,
ELEV,5/18/23,
ELEV,8/3/23,
ELEV,11/2/23,
ELEV,8/1/24,
ELEV,11/7/24,
ELEV,3/5/25,
ELEV,5/1/25,
ELEV,5/15/25,
ELF,2/5/20,After market close
ELF,5/21/20,After market close
ELF,8/5/20,After market close
ELF,11/4/20,After market close
ELF,2/3/21,After market close
ELF,5/26/21,After market close
ELF,8/4/21,After market close
ELF,11/3/21,After market close
ELF,2/2/22,After market close
ELF,5/25/22,After market close
ELF,8/3/22,After market close
ELF,11/2/22,After market close
ELF,2/1/23,After market close
ELF,5/24/23,After market close
ELF,8/1/23,After market close
ELF,11/1/23,After market close
ELF,2/6/24,After market close
ELF,5/22/24,After market close
ELF,8/8/24,After market close
ELF,11/6/24,After market close
ELF,2/6/25,After market close
ELF,5/28/25,
ELGX,2/19/20,After market close
ELGX,5/11/20,After market close
ELIQ,2/13/24,
ELIQ,2/20/24,
ELIQ,2/27/24,
ELIQ,3/5/24,
ELIQ,3/12/24,
ELIQ,3/19/24,
ELIQ,3/26/24,
ELLO,12/26/22,
ELLO,3/30/23,
ELLO,9/28/23,
ELLO,3/29/24,
ELLO,9/26/24,
ELLO,3/31/25,
ELMD,2/11/20,After market close
ELMD,5/12/20,After market close
ELMD,8/25/20,After market close
ELMD,11/10/20,After market close
ELMD,2/9/21,After market close
ELMD,5/11/21,After market close
ELMD,8/24/21,After market close
ELMD,11/9/21,After market close
ELMD,2/8/22,After market close
ELMD,11/8/22,After market close
ELMD,2/14/23,After market close
ELMD,5/9/23,After market close
ELMD,8/22/23,After market close
ELMD,11/7/23,After market close
ELMD,2/13/24,After market close
ELMD,5/7/24,After market close
ELMD,8/27/24,After market close
ELMD,11/12/24,After market close
ELMD,2/11/25,After market close
ELMD,5/13/25,After market close
ELME,2/16/23,After market close
ELME,4/27/23,After market close
ELME,7/31/23,After market close
ELME,10/26/23,After market close
ELME,2/15/24,After market close
ELME,5/1/24,After market close
ELME,8/1/24,After market close
ELME,11/4/24,After market close
ELME,2/13/25,After market close
ELME,5/1/25,After market close
ELMS,11/10/21,After market close
ELMS,2/9/22,
ELMS,2/23/22,
ELMS,3/2/22,
ELMS,3/9/22,
ELMS,3/16/22,
ELMS,3/23/22,
ELMS,3/30/22,
ELMS,4/6/22,
ELOX,5/7/20,After market close
ELOX,8/6/20,Before market open
